default,pay_delay_1,pay_delay_2,log_limit,utilization,age,sex,education
0,0,0,12.7657,0.1806,40,1,1
0,0,0,12.6115,1.0221,33,1,2
0,0,0,10.8198,0.8571,38,1,2
0,0,0,12.4292,0.3525,35,2,1
0,-1,2,12.7939,0.0166,33,1,1
0,1,-2,12.1007,0.0,42,2,1
0,0,0,11.9184,0.5224,41,1,4
0,1,2,12.4292,0.7848,35,2,2
0,0,0,12.2061,0.2058,29,1,3
1,-1,-1,12.4684,0.0017,46,2,1
1,0,0,11.9184,0.903,52,2,1
0,-1,-1,12.8992,0.099,36,2,1
0,0,0,9.9035,0.7331,32,1,2
0,0,0,11.4076,0.4835,25,2,3
0,0,0,12.2061,0.3675,34,1,3
0,1,2,11.1563,0.8772,27,2,1
0,0,0,11.2898,0.0736,49,1,2
0,0,0,12.3884,0.3061,43,1,1
0,-1,-1,12.2061,0.0017,28,2,1
0,0,0,12.5062,0.4634,29,2,1
0,1,-2,12.2549,0.0,32,2,1
1,-1,-1,11.8494,0.1167,24,1,2
0,-1,0,11.6952,0.2602,36,1,3
1,2,2,11.7753,0.5059,36,2,1
0,1,2,11.1563,0.2336,34,2,3
0,0,0,11.2898,0.4491,24,1,2
1,1,-2,12.0436,0.0,38,1,1
0,-2,-2,12.6115,0.0031,33,2,1
0,-1,-1,12.8479,0.0395,37,1,1
0,0,0,11.6082,0.5338,26,2,1
0,0,0,11.2898,0.3873,24,2,1
0,0,0,9.9035,1.4337,30,1,2
0,-2,-2,12.2061,0.0049,28,1,1
0,0,0,12.7939,0.6523,62,1,3
0,-1,-1,12.0436,0.0592,50,2,2
0,-2,-2,13.1224,0.0568,46,2,1
0,0,0,10.8198,0.3218,24,2,2
0,2,2,10.8198,0.7506,52,1,3
0,0,0,11.2898,0.585,26,2,3
0,0,0,10.8198,1.0152,31,1,1
1,0,0,10.309,0.9473,23,2,2
0,0,0,10.309,0.1804,41,1,2
1,1,2,9.9035,0.7017,23,1,3
0,0,0,13.1224,0.9989,29,1,1
0,-1,-1,12.0436,0.0032,42,2,3
0,1,-1,9.9035,0.0,23,2,1
0,0,0,11.4076,0.8499,50,1,3
1,-1,-1,12.3458,0.015,35,1,1
0,0,0,12.2549,0.9991,35,2,2
0,0,0,9.9035,0.8864,23,1,2
0,-1,-1,11.0021,0.1502,48,2,2
0,-1,-1,12.6115,0.0061,29,2,2
0,0,0,10.8198,0.8914,30,1,1
1,0,0,10.8198,1.0,35,1,2
0,-1,-1,13.1224,0.0229,61,1,1
0,0,0,13.1022,0.5115,30,1,1
0,1,2,11.6082,0.9967,29,2,3
1,0,0,12.7939,0.0179,27,2,2
0,0,0,11.2898,0.5378,42,2,2
1,2,2,12.1007,0.8511,27,2,1
0,-1,-1,12.1007,0.0032,27,2,1
0,0,-1,11.1563,0.1319,22,2,2
0,0,0,11.8494,0.7566,26,1,2
0,-2,-2,12.7367,0.0718,30,2,1
1,-1,2,11.1563,0.0165,36,2,2
1,0,0,12.6115,0.9064,34,1,1
1,2,2,9.9035,0.9248,23,2,2
0,-1,-1,12.0436,0.0024,42,2,2
0,0,0,12.5425,0.5228,44,2,1
0,0,0,11.4076,0.9327,50,2,3
1,1,-1,11.9829,0.0,27,2,2
1,1,-2,12.6115,0.0,46,2,1
1,1,2,11.0021,0.8301,38,1,1
0,-1,-1,12.2549,0.0145,46,1,1
0,0,0,11.7753,1.017,29,2,2
0,0,0,11.9829,0.0749,35,2,1
1,0,0,9.9035,0.42,37,2,1
0,-1,-1,12.3884,0.0187,40,2,2
0,-1,-1,12.7367,0.0443,38,2,1
0,0,0,11.9184,0.9101,42,1,1
0,0,0,12.1007,0.7935,46,1,1
0,-1,0,12.6115,0.1624,26,2,1
0,-1,-1,12.1007,0.0062,44,1,2
0,0,0,10.8198,0.8864,22,2,2
0,0,0,10.8198,0.9346,55,2,3
0,-1,-1,12.7367,0.0249,37,1,1
1,-2,-2,12.1548,-0.003,31,1,1
0,-1,-1,12.1007,0.0268,43,2,1
1,1,2,9.9035,0.2826,28,1,3
0,0,0,13.017,0.1149,29,1,2
0,1,2,11.5129,1.0503,30,2,1
0,0,0,11.2898,0.8524,26,1,2
1,0,0,9.2103,0.647,36,1,3
0,0,0,9.9035,0.255,22,2,2
1,1,2,12.4684,0.4543,53,2,2
1,0,0,11.9184,0.5921,52,1,3
0,-2,-2,13.1224,0.0393,34,2,1
0,-1,-1,11.6082,0.0067,46,2,1
0,0,0,11.9829,0.5823,32,1,2
0,0,0,12.2061,0.6585,36,2,2
0,1,2,12.1548,0.3987,45,2,1
1,-1,-1,12.1007,0.0465,28,2,1
1,1,3,10.8198,0.5559,25,2,1
0,0,0,11.5129,0.4604,54,1,3
1,1,3,11.7753,0.993,29,2,2
0,-1,-1,11.6952,0.0033,58,1,2
0,0,0,12.7367,0.8529,37,2,3
0,0,0,9.9035,0.9922,22,1,2
1,0,0,10.309,0.9631,34,1,2
0,-1,0,12.4292,0.0184,44,1,2
0,0,0,11.1563,1.007,25,2,2
0,2,2,10.8198,0.7455,47,2,2
0,-2,-2,12.5425,0.0028,60,1,1
0,-1,-1,13.1224,0.0018,46,2,2
0,1,2,11.8494,0.9727,50,2,2
0,0,0,12.2061,0.9635,31,2,2
1,2,2,10.8198,0.048,36,1,2
0,-1,2,12.6761,0.0012,58,1,1
0,1,2,10.8198,0.8995,59,2,3
0,0,0,10.309,0.4313,49,1,2
0,2,2,11.5129,1.0,25,2,1
1,0,0,12.7367,0.9619,44,1,2
0,-1,-1,12.7657,0.0218,38,2,2
1,2,0,9.9035,0.2064,24,1,2
0,0,0,11.6082,1.0084,26,1,1
0,0,0,12.5776,0.9135,29,2,2
1,1,2,10.5966,0.283,26,1,2
1,2,0,11.6952,0.9554,39,1,4
0,-1,-1,12.1548,0.0312,55,1,1
0,0,0,11.9184,0.768,23,2,2
0,-1,-1,12.6115,0.0212,42,2,1
0,0,0,12.3884,0.222,32,2,2
1,2,0,11.0021,1.0016,33,2,2
0,-1,-1,11.9184,0.3441,29,1,2
0,-2,-2,11.2898,2.4355,47,2,3
0,-1,-1,11.9829,0.0351,43,2,2
0,0,0,12.2061,0.9117,30,1,1
0,2,2,11.4076,1.0641,42,1,2
0,1,-2,12.7939,0.0,38,1,2
0,-1,-1,12.7657,0.0128,38,2,2
0,0,0,10.309,0.5818,51,2,3
0,0,0,10.5966,0.3761,23,1,3
0,-1,0,11.9829,0.0278,24,1,2
0,0,0,12.2061,0.0841,40,1,2
0,0,0,12.7068,0.6771,33,1,1
0,-1,2,13.1224,0.0145,47,1,1
0,-2,-2,13.1224,0.1355,28,2,2
0,-1,-1,13.039,0.0166,54,2,1
0,-1,2,11.6952,0.0546,27,2,1
0,2,-1,11.7753,0.0076,45,2,2
0,-1,0,9.9035,0.3634,22,1,1
0,0,0,12.0436,0.882,41,1,1
0,0,0,10.8198,0.9661,29,2,1
1,-1,0,10.8198,0.0716,36,1,2
0,0,0,10.8198,0.3423,43,1,3
0,0,0,12.3014,0.0593,36,2,1
0,0,0,12.4684,0.1186,38,2,3
0,0,0,13.1224,0.8577,54,2,1
0,0,0,9.9035,1.0098,25,2,2
1,0,0,9.9035,0.2972,40,1,3
0,0,0,11.2898,0.5639,25,1,2
0,-2,-2,13.1224,0.0046,35,1,2
1,-1,-1,11.9829,0.001,27,1,1
0,0,-1,12.2061,0.0397,27,1,2
0,0,0,10.8198,0.8596,34,2,1
1,0,0,9.9035,0.9896,25,1,2
0,0,0,12.0436,0.8619,38,2,2
1,-1,2,9.2103,0.078,23,1,1
1,1,3,9.9035,0.9554,28,2,3
0,-1,-1,11.9184,0.0167,29,2,2
0,0,0,13.0605,0.9512,47,2,1
0,0,0,12.2061,0.1808,32,2,1
0,0,0,11.7753,0.2067,27,2,1
0,0,0,11.1563,0.1846,40,2,3
0,0,0,12.5062,0.5926,34,2,2
1,-1,-1,11.9184,0.3826,27,1,3
0,1,2,12.3884,0.0368,41,2,1
0,-2,-1,11.5129,0.0,60,2,2
1,-1,-1,12.2061,0.0338,40,1,1
0,0,0,12.3014,0.1032,33,1,1
1,1,2,11.1563,0.1653,69,1,3
0,0,0,12.4684,0.3814,44,1,2
0,0,0,12.1007,0.7489,29,2,1
0,-2,-2,12.2549,0.0094,35,2,3
0,1,2,11.7753,0.7575,36,2,2
0,0,0,12.6761,0.4608,39,2,2
1,2,-1,10.309,0.0491,27,2,2
0,0,0,10.8198,1.0097,25,2,2
0,0,0,12.8479,0.0116,27,2,2
1,2,0,9.9035,0.3322,22,2,2
0,2,0,10.8198,0.9961,31,1,2
0,-1,-1,11.8494,0.0606,28,2,1
1,1,-2,11.9184,0.0,46,2,3
1,0,0,12.8213,0.8045,36,1,1
0,0,-1,11.5129,0.9683,41,2,1
0,0,0,11.5129,0.9875,27,1,3
1,3,2,10.8198,0.655,29,1,2
0,-1,2,12.8992,0.0014,33,2,1
0,-2,-2,12.4292,0.1368,43,2,1
0,1,-1,11.9184,-0.0009,45,2,3
1,2,2,11.6952,0.9807,37,1,3
0,0,0,12.4684,0.451,31,2,1
0,0,0,11.4076,0.895,23,2,2
0,2,-1,11.7753,0.003,39,1,1
1,1,2,10.8198,0.9275,29,2,2
1,1,2,11.6952,1.0534,29,2,2
0,-1,-1,11.8494,0.0034,33,1,3
0,0,0,12.0436,1.0123,34,2,1
0,-1,-1,12.7068,0.0166,31,2,3
1,-2,-2,12.2549,0.0,33,1,2
1,0,0,12.6115,0.0915,39,1,1
0,0,0,11.7753,0.7215,39,2,2
0,0,0,12.7939,0.076,29,2,1
0,2,2,11.9184,0.2506,26,1,2
1,2,2,11.4076,0.6819,33,2,2
0,1,-2,12.4684,-0.0021,61,2,1
1,4,3,10.309,1.0726,21,2,3
0,0,0,11.2898,0.9944,45,2,2
0,-2,-2,13.1224,0.0007,33,2,1
0,0,0,9.9035,0.6932,33,2,2
0,0,0,11.0021,0.5727,36,1,3
0,0,0,12.2549,0.0745,37,1,2
1,0,0,10.8198,0.5919,24,1,1
0,0,0,12.7657,0.6515,32,1,2
0,1,-2,12.2061,0.0,37,1,2
0,0,0,12.5425,0.1837,28,2,1
0,-2,-2,12.3458,0.0067,41,1,1
1,2,0,12.2061,0.9772,35,2,1
0,1,2,12.3014,0.9218,32,2,1
0,-1,-1,11.9829,0.0036,30,2,2
0,0,0,12.2061,0.9001,29,2,2
0,0,-1,11.0021,0.9494,45,2,2
0,0,0,11.0021,0.9594,33,2,3
0,-1,-1,12.8479,0.0738,36,1,1
0,1,-2,12.3884,0.0,38,1,1
0,0,0,11.1563,0.2823,30,2,2
0,-1,0,12.1007,0.9451,33,2,3
0,-1,-1,11.9184,0.0187,42,2,2
1,2,2,11.8494,0.8903,34,1,1
1,0,0,12.2061,0.535,25,1,2
1,2,0,11.7753,0.976,24,2,1
0,0,0,12.1007,0.0264,30,2,2
0,-1,-1,10.8198,0.0833,30,2,2
0,1,-2,11.2898,0.0,24,2,2
0,2,3,10.5966,0.7943,23,2,2
0,-2,-2,12.2549,0.0008,36,2,1
0,-1,-1,11.9184,0.0037,29,2,1
1,2,2,12.5425,0.0089,62,2,1
0,0,0,11.5129,1.8076,28,1,2
1,2,0,11.5129,0.6639,33,1,2
1,2,0,10.8198,0.2349,23,1,3
0,0,0,11.9184,0.1988,25,2,3
0,0,0,9.9035,1.0162,40,1,1
0,-1,-1,12.5062,0.005,50,2,1
1,2,-1,9.9035,0.0195,28,2,2
1,2,0,10.8198,0.6804,28,2,1
0,0,0,12.4292,0.7101,53,1,2
0,0,0,11.2898,0.752,33,2,1
1,7,6,12.8992,1.0134,40,1,2
0,1,2,10.8198,0.4116,35,1,1
0,-1,-1,10.8198,0.1412,53,2,2
0,0,0,10.8198,0.9827,34,2,1
0,0,0,12.5425,1.024,44,2,2
1,-1,-1,12.3884,0.0002,29,2,1
1,2,2,10.309,0.6398,27,2,2
0,-1,-1,12.4292,0.0021,29,1,1
0,-1,-1,11.9184,0.0019,55,2,1
0,0,0,11.0021,0.4734,23,2,2
0,1,-1,10.8198,0.0,35,1,2
0,0,0,11.9829,0.6393,33,1,2
0,0,0,11.5129,0.1112,44,1,2
0,0,0,11.1563,0.961,31,1,1
0,-1,-1,12.2061,0.0085,35,2,2
0,-1,-1,13.1224,0.0004,51,2,1
0,1,2,12.1007,0.021,28,2,1
0,0,0,10.309,0.9466,31,1,1
0,0,0,12.7939,0.9811,51,1,1
0,0,0,11.9184,0.6381,36,1,1
1,2,0,11.2898,1.0158,26,1,2
0,0,0,11.9184,0.1699,25,2,1
0,-2,-2,12.3458,0.0938,50,1,2
0,-1,-1,11.5129,0.1489,36,2,2
1,1,2,11.0021,0.9548,36,2,3
0,0,0,10.8198,0.5954,23,1,1
1,3,2,9.9035,0.6276,22,1,2
0,-1,-1,12.5776,0.0019,30,2,1
0,0,0,11.6082,0.9931,29,1,1
0,0,0,10.8198,0.4492,22,2,2
1,2,2,12.3458,0.9688,43,2,2
1,2,2,10.8198,0.004,30,1,2
0,0,0,11.9184,0.0613,26,2,2
1,-1,-1,9.9035,0.0418,40,1,2
1,1,2,11.4076,0.9307,45,2,3
0,-2,-2,11.0021,0.0,26,2,1
0,0,0,11.2898,0.8404,26,1,1
0,-1,-1,12.5425,0.0138,25,1,2
0,-2,-2,12.3458,0.0141,36,2,1
0,0,0,11.5129,0.4339,58,2,3
0,-1,-1,11.2898,0.0049,24,2,1
0,0,0,11.0021,1.0042,41,2,2
0,0,0,11.1563,1.0069,35,1,2
0,-2,-2,11.6082,1.0516,49,2,2
0,-1,-1,11.0021,0.0233,26,1,2
0,0,0,11.6082,0.3177,26,1,2
0,-1,3,11.6952,0.0053,54,1,3
0,-1,2,12.5425,0.0149,43,2,2
0,0,0,10.8198,0.952,23,2,2
0,-1,-1,9.9035,0.1327,22,2,1
0,-1,-1,12.3884,0.0021,30,2,1
0,0,0,10.8198,0.4523,22,1,2
0,0,0,12.2061,0.3274,27,2,2
0,0,0,12.6761,0.0364,28,1,2
1,3,2,9.9035,0.887,56,1,2
1,0,0,10.8198,0.9501,44,1,2
1,-1,-1,12.1007,0.0048,41,1,2
0,0,0,11.2898,0.9804,28,1,1
1,-2,-2,12.3884,-0.0,48,2,2
0,-1,-1,12.4684,0.0019,28,2,2
0,1,-1,11.2898,0.0,40,2,1
1,0,0,11.2898,0.8015,40,1,2
0,0,0,11.5129,0.6654,47,1,2
1,-1,-1,9.9035,0.0264,64,1,2
0,0,0,11.7753,0.7503,31,2,2
0,1,-2,11.6952,0.0,28,2,2
0,0,0,11.4076,0.9409,35,2,2
0,-1,-1,12.1007,0.018,25,2,2
0,0,0,11.2898,0.7568,32,2,1
1,-1,-1,11.7753,0.003,45,1,2
0,-1,0,12.3458,0.0762,26,2,1
1,-1,-1,11.7753,0.0277,26,2,1
0,0,0,12.1548,0.9265,33,1,2
0,0,0,12.2549,0.8691,31,2,1
0,0,0,9.9035,0.5636,52,2,3
0,0,0,9.9035,0.7598,23,1,1
0,0,0,12.5425,0.2189,30,2,2
0,0,-1,13.1224,0.0259,47,2,1
1,-1,-1,12.3458,0.0057,39,1,1
1,2,2,11.7753,1.0126,31,1,2
0,0,0,13.4,0.2158,40,1,1
0,-1,-1,12.7657,0.1173,50,2,3
1,2,0,10.5966,0.9787,24,1,3
1,1,2,10.8198,1.0284,33,2,3
1,2,0,9.9035,0.9454,43,1,2
0,0,0,11.2898,0.9622,35,2,2
0,0,0,10.8198,0.982,23,2,2
0,0,0,12.5776,0.9423,40,1,2
0,-1,-1,11.2898,0.0144,27,2,1
0,1,2,12.3458,1.0319,29,1,3
0,2,2,10.309,0.8805,29,2,2
0,-1,-1,12.2061,0.0135,29,2,1
1,2,0,10.8198,0.5205,26,2,2
0,4,3,10.8198,1.0237,57,1,2
0,-2,-2,12.2061,0.04,48,2,1
0,0,0,9.9035,0.891,23,1,2
0,0,0,10.8198,0.9033,48,2,3
1,0,0,11.4076,0.8822,31,1,1
0,0,0,10.309,0.7506,23,2,2
0,0,0,11.2898,0.9899,30,2,2
0,1,-1,9.9035,0.0,31,1,2
0,0,0,10.8198,0.3986,30,2,1
0,0,0,11.5129,0.8465,33,1,1
0,-2,-2,12.2549,0.0893,28,2,1
0,1,-2,13.1224,0.0,38,2,1
1,0,0,10.309,0.2509,25,1,2
1,2,2,11.9829,0.1542,41,2,2
0,-2,-2,12.1007,0.9351,28,2,1
0,-1,-1,13.1022,0.0745,37,2,1
0,-1,-1,10.8198,0.0232,29,1,1
0,0,0,11.7753,0.6745,27,1,1
1,1,-2,10.8198,0.0,34,2,2
0,-1,-1,12.2061,0.0014,58,2,1
1,1,2,10.8198,0.8553,27,2,1
0,0,0,12.1007,0.1011,33,2,1
1,-2,-2,13.1224,0.0039,39,2,1
1,-1,-1,12.2549,0.0147,46,2,2
1,3,2,9.9035,0.5108,35,1,1
0,1,-2,12.1548,0.0,29,2,2
0,0,0,11.8494,1.0152,29,1,3
1,-2,-2,9.9035,1.0676,51,1,3
0,0,0,12.948,0.1374,29,2,1
0,-1,-1,12.1007,0.058,29,2,1
0,0,0,12.5776,0.8302,28,1,2
0,0,0,12.1548,0.4126,40,2,1
0,-1,2,12.7939,0.0032,39,1,1
1,2,0,9.9035,0.7897,53,1,2
0,0,0,12.4684,0.7715,32,2,2
0,1,2,9.9035,0.971,55,1,3
0,0,0,10.8198,0.3888,52,1,3
0,1,-2,12.4292,0.0,55,1,1
0,-2,-2,10.309,-0.0011,26,2,2
0,0,0,13.039,0.8612,30,1,2
0,0,0,11.2898,1.0029,26,1,2
0,1,2,11.0021,0.0934,35,2,2
0,0,0,11.2898,0.8475,26,2,2
1,-1,0,11.4076,0.1218,28,2,2
0,0,0,10.8198,0.5416,34,2,2
0,0,0,10.8198,1.0139,50,1,3
1,1,-1,12.7939,0.0,41,2,1
0,1,-2,12.7939,0.0,49,2,1
0,0,0,12.3458,0.4651,29,2,1
0,-1,-1,12.3884,0.0375,39,2,2
0,0,0,11.6082,0.7427,27,2,2
1,-2,-2,12.2549,0.0067,28,2,2
0,0,0,12.6115,0.0152,28,2,1
0,0,0,12.2061,0.9183,65,1,3
0,0,0,12.3014,1.0172,29,1,2
0,-1,0,11.4076,0.0287,45,2,3
0,0,0,12.2549,0.4274,44,2,2
0,-2,-2,13.1224,0.1625,31,1,1
0,-1,-1,11.9829,0.0382,33,2,1
0,0,0,11.8494,1.0109,47,2,1
0,0,0,11.6952,0.1944,42,2,1
0,0,0,11.2898,0.5538,46,1,2
0,0,0,12.3884,0.2347,38,2,2
0,0,0,12.0436,0.2902,30,2,1
0,0,0,10.309,0.8942,38,1,2
0,-1,0,12.4684,0.0311,31,2,1
0,-2,-2,12.8992,0.0,34,1,1
0,0,0,13.1224,0.042,31,2,2
1,1,-1,11.5129,0.0,32,2,1
0,0,0,12.3884,0.9843,39,1,1
0,-1,-1,9.2103,0.1772,53,1,3
0,-1,-1,11.2898,0.0343,36,2,2
0,0,0,11.0021,0.9288,28,1,2
0,-2,-2,12.2061,0.0,38,2,1
1,0,0,12.4684,0.9715,41,2,2
1,0,0,12.4684,0.9834,39,2,2
0,-1,-1,12.4684,0.0019,30,1,1
0,0,0,12.6115,0.0042,34,1,1
0,0,0,12.6443,0.1446,27,2,2
0,0,0,11.8494,0.9241,32,2,1
1,-1,-1,12.2061,0.023,50,2,2
0,-1,-1,12.3458,0.0014,39,1,2
0,0,0,10.8198,1.8299,27,1,2
0,0,0,12.1007,0.021,29,2,2
0,0,0,11.5129,0.5085,26,1,1
1,-1,2,11.2898,0.0278,49,2,2
0,-1,-1,12.7657,0.011,39,2,1
1,-1,-1,11.8494,0.0214,32,2,2
0,0,0,12.7939,0.4127,29,2,1
0,0,0,9.2103,0.7968,47,1,6
0,0,0,11.7753,0.2855,25,2,1
0,0,0,12.6761,1.004,41,1,1
1,1,2,12.1007,0.789,34,2,2
0,0,0,12.1007,0.2417,39,2,1
1,2,2,11.9184,1.0448,39,2,2
0,1,-2,11.2898,0.0,27,1,2
0,0,0,11.1563,0.8079,50,1,1
0,0,0,11.9184,1.2719,66,1,2
0,-1,0,13.0815,0.0402,36,2,3
0,0,0,10.8198,1.028,45,2,3
1,1,-2,11.5129,0.0,28,2,1
0,0,0,10.8198,0.5342,26,2,3
0,0,0,12.5425,0.499,28,1,1
0,-1,2,9.9035,0.039,48,2,2
1,-1,2,10.309,0.1202,50,1,3
0,0,0,11.1563,0.5753,38,2,2
0,0,0,10.309,0.9457,59,1,3
0,1,-2,12.2061,0.0,64,2,1
0,1,-1,12.2549,0.0,30,1,1
0,0,0,12.2549,0.6324,66,2,1
0,-1,0,13.0605,0.1691,39,1,1
0,0,0,10.8198,0.8924,38,1,2
0,-1,0,12.3884,0.0515,37,2,2
1,2,2,11.0021,0.5372,38,1,3
0,2,0,11.5129,0.9655,33,2,2
0,0,0,12.2061,0.971,25,2,2
0,0,0,11.7753,1.059,58,1,1
0,0,0,10.8198,1.0126,24,1,2
1,2,2,12.6115,0.0083,34,2,1
0,-1,2,12.2549,0.0137,32,1,1
0,0,0,11.1563,1.0172,27,1,1
0,-1,0,11.5129,0.8544,49,2,3
0,0,0,10.309,0.6252,25,2,2
0,-1,-1,12.2061,0.0076,30,1,1
0,-1,-1,12.7939,0.0188,36,1,2
1,3,2,9.9035,0.9292,24,1,2
1,1,-1,11.9184,0.0,32,2,1
0,1,-1,13.5278,0.0127,28,2,1
0,0,0,11.5129,0.9157,24,1,2
1,1,2,12.6115,0.1833,36,1,2
0,0,0,11.4076,0.9211,55,2,2
0,0,0,10.8198,0.4302,28,1,2
0,0,0,11.6952,0.6532,48,2,2
0,0,0,11.6952,0.3719,39,2,2
1,0,0,10.309,0.6194,42,1,2
0,0,0,12.3014,0.3839,43,1,2
1,1,-2,12.1007,0.0,31,2,2
1,2,0,9.9035,0.7019,52,1,3
0,0,0,11.8494,0.9664,26,2,2
0,-1,-1,12.8992,0.075,46,2,2
0,-1,-1,12.1007,0.062,27,2,1
0,1,-2,12.7367,0.0,36,2,2
0,0,0,12.4292,0.9783,46,1,3
0,0,0,10.8198,0.1785,50,2,2
0,0,0,12.3014,0.2359,24,2,1
0,0,0,12.8992,0.0276,35,1,2
0,-2,-2,12.6761,0.0454,37,2,1
0,-1,-1,12.4684,0.0006,40,2,2
0,-1,-1,12.7657,0.0032,42,1,1
0,0,0,10.309,0.9503,34,1,2
1,0,0,9.2103,1.1035,24,1,2
0,0,0,10.8198,0.1192,23,2,2
0,0,0,10.309,0.876,23,2,3
0,2,-1,12.7657,0.0003,35,1,1
0,-1,-1,12.9239,0.0141,37,1,1
0,0,0,11.7753,0.5057,35,2,3
0,0,0,11.2898,0.8774,28,2,3
0,1,-2,12.8479,0.0,51,2,2
0,1,2,12.6761,0.9964,42,2,1
1,2,0,9.9035,0.1603,23,1,1
0,0,0,10.8198,0.9707,32,1,2
0,0,0,10.309,0.6652,25,1,2
0,1,2,10.8198,0.8395,24,1,2
0,0,0,10.8198,0.8142,41,1,2
0,0,0,10.8198,0.9817,51,1,2
0,0,0,12.2061,0.0238,27,1,1
0,0,0,11.2898,0.6337,29,1,2
0,0,0,9.9035,0.4838,53,2,3
0,-2,-2,12.1007,0.0121,28,2,2
0,0,0,12.3458,0.9941,33,2,1
0,-1,-1,12.1007,0.0351,33,2,2
1,0,0,11.4076,0.4678,23,2,2
1,2,2,9.9035,0.12,23,1,2
1,1,-2,11.5129,0.0,32,1,2
0,0,0,11.0021,0.9616,44,1,3
1,0,0,11.7753,0.3304,35,2,2
1,0,0,10.8198,0.7597,55,2,2
0,0,0,11.1563,0.1268,23,2,1
0,-1,-1,12.7939,0.0155,53,2,2
1,1,2,9.9035,0.9719,22,1,1
1,-1,-1,9.9035,0.0195,34,1,3
0,0,-1,12.9945,0.0179,36,2,3
0,-1,-1,12.8992,0.0041,41,1,1
0,0,0,12.0436,0.5321,29,2,1
0,-1,2,12.2061,0.0493,32,1,2
0,-1,0,12.3014,0.1365,41,2,1
0,0,0,12.5425,0.7427,31,2,2
0,0,0,12.7939,0.2502,29,1,1
0,1,2,9.9035,0.9231,51,1,2
0,-2,-2,12.5776,0.001,44,2,1
0,1,-1,12.8479,0.0,33,2,2
0,0,-1,12.1007,0.0143,28,1,1
0,0,0,11.6952,0.0115,26,2,1
0,0,0,10.8198,3.0,27,2,2
1,2,2,9.9035,0.7123,48,1,1
0,1,2,9.9035,0.5258,25,1,2
0,0,0,12.0436,0.9505,29,2,2
0,0,0,12.1007,0.302,24,2,2
0,1,-2,12.2061,0.0,36,1,1
1,1,2,12.2061,0.9067,55,1,2
1,-2,-2,12.7939,0.0004,26,2,1
0,0,0,9.2103,0.6346,26,2,2
0,8,7,11.0021,1.153,60,2,2
1,2,0,10.5966,0.6404,24,2,2
0,-1,-1,11.5129,0.0453,39,1,2
0,0,0,10.8198,0.7667,23,2,2
0,-2,-2,12.6115,0.0746,29,1,1
1,0,0,11.6082,0.585,29,1,3
0,0,0,11.6952,0.1585,37,1,1
0,0,0,11.9184,0.4325,45,1,2
0,-1,-1,12.3458,0.0054,30,2,2
0,0,0,12.1007,0.2393,35,2,2
0,-1,-1,12.6761,0.0233,33,2,2
0,1,-1,11.2898,-0.0001,23,2,1
0,-1,-1,11.9829,0.0081,29,2,1
1,0,0,10.8198,0.6999,23,2,2
0,-1,-1,12.1007,0.0018,26,1,2
0,0,0,11.6082,0.4008,26,1,3
0,-1,-1,11.9184,0.0066,32,1,1
0,-1,-1,12.2549,0.3108,52,2,3
1,2,-1,9.2103,0.0654,43,1,2
0,-2,-1,10.309,0.0,22,2,2
1,-1,-1,13.017,0.0087,36,2,1
0,1,2,11.6082,0.5499,25,2,1
0,0,0,12.5062,0.4096,37,2,2
0,0,0,10.8198,1.0241,46,2,3
0,0,0,11.5129,0.623,43,2,3
0,-2,-2,12.7939,0.0069,30,2,2
1,1,2,11.6082,0.6864,32,2,2
0,-1,-1,12.1007,0.0376,55,2,3
0,2,2,12.3458,0.8295,34,2,1
0,0,0,9.9035,0.3739,41,2,3
1,2,2,10.8198,0.9207,22,2,1
0,0,0,9.2103,0.5062,31,1,3
0,0,-1,12.6761,0.0104,46,1,1
0,0,0,12.5425,0.13,26,2,1
0,0,0,9.9035,0.9268,28,1,2
0,0,0,11.1563,0.9555,36,1,2
0,0,0,11.2898,0.5938,36,2,2
0,-1,-1,12.2061,0.462,25,2,1
0,0,0,10.309,0.9102,24,1,2
1,1,3,11.5129,0.5134,41,2,2
0,0,0,11.6082,0.5888,26,1,1
0,-1,-1,12.6115,0.0012,33,2,1
0,0,0,12.6115,0.2975,31,2,2
0,0,0,12.7367,0.2434,29,2,1
1,-1,-1,12.5062,0.0015,37,1,1
0,0,0,11.5129,0.8012,26,1,2
0,1,2,10.8198,0.9349,33,1,1
0,0,0,12.7939,0.9794,40,2,2
0,0,0,11.4076,1.014,49,2,2
0,0,0,11.8494,0.9138,42,1,2
0,-1,-1,11.9184,0.0077,28,2,1
0,-2,-2,10.8198,0.3419,34,1,3
1,2,3,10.309,0.9396,26,2,3
0,-2,-2,12.3458,0.0,54,2,2
1,-2,-2,12.3884,0.0,40,2,2
0,-1,-1,12.2061,0.3276,44,2,1
0,-1,-1,12.7068,0.3594,42,1,2
0,0,0,11.6082,0.4682,29,1,1
0,0,0,12.2061,0.5732,54,2,3
0,0,0,10.8198,0.8815,46,2,2
0,0,0,11.1563,0.9996,27,2,1
1,1,-2,12.7939,0.0,59,2,2
1,0,0,10.8198,0.0925,54,2,2
0,-1,-1,11.2898,0.0535,28,2,3
0,0,0,12.2061,0.5344,69,2,2
1,0,0,10.8198,0.9452,27,1,2
0,0,0,10.309,0.608,27,1,1
1,0,0,12.8739,0.6464,31,2,1
1,2,-1,12.8479,0.0009,42,2,1
1,0,0,9.9035,0.8147,46,2,2
